회사이름,공고이름,url,경력,지역,직무,사이트
마크애니,인공지능/컴퓨터 비전 연구개발 신입/경력사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45969100?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=141,신입·경력3년↑,서울,AI 개발자,jobkorea
스피링크,[인재풀] ai 챗봇 개발 프리랜서 상시 모집(back/front),https://www.jobkorea.co.kr/Recruit/GI_Read/45924777?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=142,경력5년↑,서울,AI 개발자,jobkorea
데이터노우즈,ai/ml 엔지니어(2년-5년),https://www.jobkorea.co.kr/Recruit/GI_Read/46051261?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=143,경력2년↑,서울,AI 개발자,jobkorea
딥노이드,의료r&d본부 - 뇌영상연구팀 ai연구원,https://www.jobkorea.co.kr/Recruit/GI_Read/46047770?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=144,경력3년↑,서울,AI 개발자,jobkorea
자이언트스텝,[자이언트스텝] 인공지능 서비스 개발 채용 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46000136?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=146,경력무관,서울,AI 개발자,jobkorea
새롬정보시스템,"생성형ai 모델 서빙 개발(python, pytorch) 및 텍스트마이닝 경력사원 채용 공고",https://www.jobkorea.co.kr/Recruit/GI_Read/45895585?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=147,경력2년↑,서울,AI 개발자,jobkorea
서울대학교AI연구원,2024년도 3차 서울대 ai연구원 서울ai허브센터 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46009874?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=148,경력무관,서울,AI 개발자,jobkorea
천재교육,[천재교육] ai센터 이미지검색팀 llm application 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46010588?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=151,경력1년↑,서울,AI 개발자,jobkorea
한국정보공작소,[기업부설연구소] ai 기반 비전시스템 개발 정규직 전문연구원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/46043658?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=153,신입·경력1년↑,서울,AI 개발자,jobkorea
에스씨301의원,[sc301의원 삼성동/코엑스] 성형외과 ai엔지니어/개발자(경력자)를 모십니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/46088021?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=154,경력,서울,AI 개발자,jobkorea
누리미디어,[개발운영] 주니어 ai 개발자 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45821505?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=155,경력3년↑,서울,AI 개발자,jobkorea
누리미디어,[개발운영] 시니어 ai 개발자 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45820632?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=158,경력7년↑,서울,AI 개발자,jobkorea
헥토,[헥토 ai랩] ai 개발팀 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45960405?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=159,경력7년↑,서울,AI 개발자,jobkorea
주식회사솔트룩스,인공지능(ai) 솔트룩스 - 백엔드 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45837103?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=160,경력7년↑,서울,AI 개발자,jobkorea
반프,r&d / ai researcher,https://www.jobkorea.co.kr/Recruit/GI_Read/46073455?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=163,경력무관,서울,AI 개발자,jobkorea
아이칩,"기술개발연구소, 인공지능/헬스케어 소프트웨어 개발 신입/경력 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/46084666?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=164,신입·경력,서울,AI 개발자,jobkorea
르호사,ai 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45912239?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=166,경력3년↑,서울,AI 개발자,jobkorea
시어스랩,ai 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45962821?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=167,경력3년↑,서울,AI 개발자,jobkorea
몬드리안에이아이,ai 연구소장 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46077417?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=168,경력5년↑,인천,AI 개발자,jobkorea
천재교육,[천재교육] ai센터 언어처리팀 각 부문별 개발자 모집(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46013479?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=171,경력5년↑,서울,AI 개발자,jobkorea
디오,(주)sw개발팀 ai part leader 및 ai 개발 담당 팀장급 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45957359?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=172,경력7년↑,서울,AI 개발자,jobkorea
그로브,(주)그로브 ai기술개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46039750?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=176,경력5년↑,서울,AI 개발자,jobkorea
비상교육,ai ml 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/46052492?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=178,경력7년↑,경기,AI 개발자,jobkorea
씨에이,ai로봇 스타트업 : ai 개발인재(경력) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46036333?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=179,경력무관,서울,AI 개발자,jobkorea
아사달,"인공지능, ai 챗봇 연동개발에 관심 있는 직원을 채용합니다.",https://www.jobkorea.co.kr/Recruit/GI_Read/46079184?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=182,경력무관,서울,AI 개발자,jobkorea
주식회사솔트룩스,인공지능(ai) 솔트룩스 - 프론트엔드 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45837001?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=183,경력7년↑,서울,AI 개발자,jobkorea
페르소나에이아이,ai 음성인식 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45946096?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=185,경력5년↑,서울,AI 개발자,jobkorea
인포시즈,[경력] ai engineer 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45972068?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=190,경력3년↑,서울,AI 개발자,jobkorea
마크클라우드,"ai 개발(python), 데이터 분석 및 사업 기획 신규/경력 모집 - 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/45968108?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=191,신입·경력,서울,AI 개발자,jobkorea
필라넷,ai엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45886945?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=192,경력3년↑,서울,AI 개발자,jobkorea
데이터얼라이언스,ai gpu 플랫폼 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45966994?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=193,경력,서울,AI 개발자,jobkorea
페르소나에이아이,인공지능(ai) 솔루션 php 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46048610?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=195,경력5년↑,서울,AI 개발자,jobkorea
아이넥스코퍼레이션,의료 영상분야 신입 ai개발자 채용(삼성동 근무),https://www.jobkorea.co.kr/Recruit/GI_Read/46054734?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=196,경력무관,서울,AI 개발자,jobkorea
에스지시큐리티컨설팅,[신입/경력]ai 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45978474?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=197,신입·경력1년↑,서울,AI 개발자,jobkorea
로보에테크놀로지,ai 비전 기술 개발 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45862767?Oem_Code=C1&logpath=1&stext=AI%20%EA%B0%9C%EB%B0%9C%EC%9E%90&listno=200,경력2년↑,서울,AI 개발자,jobkorea
엔티엘헬스케어,ai개발자 연구원 신입 채용,https://jumpit.saramin.co.kr/position/39615,신입,경기,AI 개발자,jumpit
웅진,ai개발자 채용,https://jumpit.saramin.co.kr/position/39422,경력 3~20년,서울,AI 개발자,jumpit
피피에스,ai개발자,https://jumpit.saramin.co.kr/position/39366,경력 1년,서울,AI 개발자,jumpit
에이아이세스,ai 개발자 (지식기반 ai 챗봇) 시니어급 채용,https://jumpit.saramin.co.kr/position/39432,경력 5~10년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (지식기반 ai 챗봇) 주니어급 채용,https://jumpit.saramin.co.kr/position/39431,신입~5년,경기,AI 개발자,jumpit
엔티엘헬스케어,ai 개발자 연구원 경력 채용,https://jumpit.saramin.co.kr/position/39616,경력 3~10년,경기,AI 개발자,jumpit
트루엔,ai 개발자,https://jumpit.saramin.co.kr/position/37435,경력 3~12년,서울,AI 개발자,jumpit
딥인사이트,ai 개발자,https://jumpit.saramin.co.kr/position/39784,경력 2~7년,경기,AI 개발자,jumpit
네비웍스,ai 개발자(3년 이상),https://jumpit.saramin.co.kr/position/39535,경력 3~10년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (딥러닝 음성인식 개발) 시니어급 채용,https://jumpit.saramin.co.kr/position/39430,경력 5~10년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (딥러닝 음성인식 개발) 주니어급 채용,https://jumpit.saramin.co.kr/position/39429,신입~5년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (지식기반 문서생성) 시니어급 채용,https://jumpit.saramin.co.kr/position/39428,경력 5~10년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (지식기반 문서생성) 주니어급 채용,https://jumpit.saramin.co.kr/position/39427,경력 2~5년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (딥러닝 기반 비젼 엔지니어) 주니어급 채용,https://jumpit.saramin.co.kr/position/39241,경력 3~5년,경기,AI 개발자,jumpit
에이아이세스,ai 개발자 (딥러닝 기반 비젼 엔지니어) 시니어급 채용,https://jumpit.saramin.co.kr/position/39243,경력 5~10년,경기,AI 개발자,jumpit
미니레코드,ai 개발자 경력 채용,https://jumpit.saramin.co.kr/position/39113,경력 1~15년,서울,AI 개발자,jumpit
미니레코드,ai 개발자 신입 채용,https://jumpit.saramin.co.kr/position/39101,신입,서울,AI 개발자,jumpit
에브리치,ai 개발자 채용,https://jumpit.saramin.co.kr/position/37852,경력 3~10년,서울,AI 개발자,jumpit
옵트에이아이,임베디드 ai 개발자 (c++) (병역특례),https://jumpit.saramin.co.kr/position/38031,신입~12년,서울,AI 개발자,jumpit
토페스,기술연구소 ai 개발자 신규 채용,https://jumpit.saramin.co.kr/position/39423,경력 3~6년,경기,AI 개발자,jumpit
에이알247,자율주행 로봇 ai 개발자,https://jumpit.saramin.co.kr/position/39508,경력 2~10년,경기,AI 개발자,jumpit
이노룰스,[솔루션 제품 개발] llm / 생성형 ai 개발자,https://jumpit.saramin.co.kr/position/37745,경력 3~10년,서울,AI 개발자,jumpit
아일리스프런티어,ai 서비스 - 자연어처리 (nlp) / python 엔진 개발 (추가 채용),https://jumpit.saramin.co.kr/position/39770,경력 1~3년,서울,AI 개발자,jumpit
에이블테라퓨틱스,인공지능 기획 및 개발자 채용,https://jumpit.saramin.co.kr/position/39740,경력 2~15년,서울,AI 개발자,jumpit
제스트주식회사,ai 기반 saas 솔루션 / spring & java 백엔드 개발자,https://jumpit.saramin.co.kr/position/39700,경력 3~8년,서울,AI 개발자,jumpit
크레스콤,인공지능 소프트웨어 개발자 채용,https://jumpit.saramin.co.kr/position/39539,경력 1~15년,경기,AI 개발자,jumpit
이노룰스,[ai플랫폼팀] 웹 풀스택 개발자(pl 급) 채용,https://jumpit.saramin.co.kr/position/39311,경력 10~15년,서울,AI 개발자,jumpit
씨메스,generative ai 및 인공지능 유지 관리 연구,https://jumpit.saramin.co.kr/position/38545,신입~10년,서울,AI 개발자,jumpit
씨메스,ai platform 개발자,https://jumpit.saramin.co.kr/position/38638,경력 2~10년,서울,AI 개발자,jumpit
씨메스,ai 로보틱스 어플리케이션 소프트웨어 개발자,https://jumpit.saramin.co.kr/position/38392,신입~9년,서울,AI 개발자,jumpit
토페스,ai/딥러닝 개발자,https://jumpit.saramin.co.kr/position/37755,경력 1~2년,경기,AI 개발자,jumpit
이노룰스,"[ai디지털플랫폼팀] 웹개발자(python, react, 경력 5년 이상) 경력직 채용",https://jumpit.saramin.co.kr/position/37744,경력 5~15년,서울,AI 개발자,jumpit
딥인사이트,ai soc 응용 프로그램 개발자,https://jumpit.saramin.co.kr/position/39786,경력 2~7년,경기,AI 개발자,jumpit
미스터블루,"프론트엔드 개발자 (typescript, react)",https://jumpit.saramin.co.kr/position/39783,경력 2~6년,서울,AI 개발자,jumpit
펀진,시계열 데이터 ai 모델 개발자 경력직 채용,https://jumpit.saramin.co.kr/position/39744,경력 2~10년,서울,AI 개발자,jumpit
포지큐브,언어모델 딥러닝 개발자,https://jumpit.saramin.co.kr/position/39672,신입,서울,AI 개발자,jumpit
보스반도체,차량용 기능 안전 (functional safety) software 개발자,https://jumpit.saramin.co.kr/position/39637,경력 3~10년,경기,AI 개발자,jumpit
에이아이세스,ai-crm 개발자 (ai기반 crm 솔루션) 시니어급 채용,https://jumpit.saramin.co.kr/position/39434,경력 5~8년,경기,AI 개발자,jumpit
에이아이세스,ai-crm 개발자 (ai기반 crm 솔루션) 주니어급 채용,https://jumpit.saramin.co.kr/position/39433,경력 2~5년,경기,AI 개발자,jumpit
업스테이지,[전문연구요원 신규편입 & 전직] ai research engineer - document ai,https://jumpit.saramin.co.kr/position/39342,신입~20년,경기,AI 개발자,jumpit
업스테이지,[전문연구요원 신규편입 & 전직] ai research engineer - llm,https://jumpit.saramin.co.kr/position/39341,신입~20년,경기,AI 개발자,jumpit
WATAInc.,java 백엔드 개발자[wata inc/판교],https://jumpit.saramin.co.kr/position/38832,경력 5~16년,경기,AI 개발자,jumpit
업스테이지,ai research engineer - document ai,https://jumpit.saramin.co.kr/position/39336,신입~20년,경기,AI 개발자,jumpit
업스테이지,ai research engineer - llm,https://jumpit.saramin.co.kr/position/39333,신입~20년,경기,AI 개발자,jumpit
업스테이지,ai solution manager,https://jumpit.saramin.co.kr/position/39317,경력 5~20년,경기,AI 개발자,jumpit
엠로,java개발자 (cloud native) (경력 5년~10년),https://jumpit.saramin.co.kr/position/39205,경력 5~10년,서울,AI 개발자,jumpit
엠로,java개발자 (cloud native) (경력 3년~5년),https://jumpit.saramin.co.kr/position/39189,경력 3~7년,서울,AI 개발자,jumpit
엠로,ai솔루션 개발자,https://jumpit.saramin.co.kr/position/39159,경력 3~10년,서울,AI 개발자,jumpit
한맥아이피에스,ai/ml 엔지니어 (경력 6년 ~ 10년),https://jumpit.saramin.co.kr/position/39026,경력 6~10년,대구,AI 개발자,jumpit
한맥아이피에스,ai/ml 엔지니어 (경력 3년 ~ 5년),https://jumpit.saramin.co.kr/position/39011,경력 3~5년,대구,AI 개발자,jumpit
버즈니,[커머스 ai ] ai 백엔드 엔지니어,https://jumpit.saramin.co.kr/position/39016,경력 2~9년,서울,AI 개발자,jumpit
WATAInc.,iot 어플리케이션 개발자[wata inc/판교],https://jumpit.saramin.co.kr/position/38831,신입~7년,경기,AI 개발자,jumpit
슈프리마,embedded linux 및 android bsp 개발자,https://jumpit.saramin.co.kr/position/38798,경력 3~10년,경기,AI 개발자,jumpit
브이엔티지,sap bw(bi) 운영 및 개발자 (1년 이상),https://jumpit.saramin.co.kr/position/38656,경력 1~5년,서울,AI 개발자,jumpit
피알에스이,[evryai] 백엔드 개발자 채용,https://jumpit.saramin.co.kr/position/38629,경력 1~15년,강원,AI 개발자,jumpit
앤씨앤,[middleware2팀] embedded middleware 개발자 모집,https://jumpit.saramin.co.kr/position/38620,경력 5~10년,경기,AI 개발자,jumpit
아타드,[인공지능/데이터 분석] 개발자 채용,https://jumpit.saramin.co.kr/position/38308,경력 1~3년,서울,AI 개발자,jumpit
WATAInc.,비전알고리즘 개발 연구원[판교 wata ai],https://jumpit.saramin.co.kr/position/38211,경력 3~16년,경기,AI 개발자,jumpit
에이엠,전장 middleware sw 개발자,https://jumpit.saramin.co.kr/position/38207,신입~15년,경기,AI 개발자,jumpit
에이엠,전장 firmware sw 개발자,https://jumpit.saramin.co.kr/position/38205,신입~15년,경기,AI 개발자,jumpit
에프에스솔루션,컴퓨터 비전 딥러닝/머신러닝 개발자(adas/dms/영상인식) (신입),https://jumpit.saramin.co.kr/position/38159,신입,경기,AI 개발자,jumpit
에프에스솔루션,컴퓨터 비전 딥러닝/머신러닝 개발자(adas/dms/영상인식) (3년이상),https://jumpit.saramin.co.kr/position/38160,경력 3~9년,경기,AI 개발자,jumpit
에프에스솔루션,컴퓨터 비전 딥러닝/머신러닝 개발자(adas/dms/영상인식) (팀장급),https://jumpit.saramin.co.kr/position/38161,경력 10~15년,경기,AI 개발자,jumpit
애니로직,[(주)애니로직] (경력3~15년) 웹/ai 개발자 - java/vue/react/py,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49525514&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 3~15년,서울,AI 개발자,saramin
디비엔텍,[병역특례 우대] ai(딥러닝)기반 object detection 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508713&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,인천,AI 개발자,saramin
헥토,[헥토] cube ai랩 ai개발팀 개발자 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49433400&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력7년↑,서울,AI 개발자,saramin
제이씨현시스템,제이씨현시스템(주) ai연구소 ai솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308082&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
덴컴,[음성 ai 기업 덴컴] 프론트엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377511&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력4년↑,서울,AI 개발자,saramin
씨티아이랩,[데이터분석가] ai 모델 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407843&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,신입,경기,AI 개발자,saramin
엠로,"ai솔루션 개발자 (경력, 채용 시 마감)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49351369&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 3~7년,서울,AI 개발자,saramin
레이와트,ai 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49442048&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 5~10년,서울,AI 개발자,saramin
HeNny&McCoy,"임베디드 ai 개발자(경력3~10년, 울산근무)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49484338&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 3~7년,서울,AI 개발자,saramin
오티톤메디컬,[플랫폼 개발자 및 ai 개발자] 기술지원 직무 채용 (벤처기업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49400874&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
알파코드주식회사,[ai group] ai/ml 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49236607&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,신입·경력,서울,AI 개발자,saramin
더원테크,빅데이터 와 인공지능 ai 프로그램 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
유니바,ai 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49209515&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,대전,AI 개발자,saramin
에이아이세스,[aicess] ai 개발자 (지식기반 ai 챗봇) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49382925&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력3년↑,서울,AI 개발자,saramin
바이오링크주식회사,[바이오링크] 인공지능(ai) 개발자 정규직 모집공고 학사이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498412&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,대구,AI 개발자,saramin
더존비즈온,ai & mlops 플랫폼  ai 개발/엔지니어 및 mlops 개발자 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381445&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
코리아써치,ai 솔루션 백엔드(python) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49492064&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력5년↑,서울,AI 개발자,saramin
에브리봇,[에브리봇(주)] ai융합연구소 ai개발자 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49489773&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력2년↑,경기,AI 개발자,saramin
거기엔컴퍼니,[거기엔컴퍼니] ai개발자를 채용합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49327550&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
플루닛,생성형 ai 인공지능 전문 기업 - 프론트엔드 개발자 채용 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49207119&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 6~12년,서울,AI 개발자,saramin
에이치티에이,중견 it그룹사 ai 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49545016&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력 4~10년,서울,AI 개발자,saramin
와이즈에이아이,"(주)와이즈에이아이 ai관련 소프트웨어 개발자(신입,경력) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429534&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,신입·경력,경기,AI 개발자,saramin
바이오링크주식회사,[바이오링크] 인공지능(ai) 개발자 정규직 모집공고 석사이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498374&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력3년↑,대구,AI 개발자,saramin
바이오링크주식회사,[바이오링크] 인공지능(ai) 개발자 정규직 모집공고 박사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498458&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,대구,AI 개발자,saramin
