회사이름,공고이름,url,경력,지역,직무,사이트
아크,[주식회사 아크] ai 모델 서빙 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49405036&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력,인천,AI 개발자,saramin
컴트루테크놀로지,[ai인공지능/정보보안] windows c/c++ 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49507364&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
옵트에이아이,(병역특례가능) 임베디드 ai 개발자 (c++),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437456&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력무관,서울,AI 개발자,saramin
씨드로닉스,back-end(ai데이터플랫폼) 개발자 경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49212735&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력2년↑,서울,AI 개발자,saramin
디엘정보기술,ai 예측.분석 모델 개발 및 솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523374&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,신입,충북,AI 개발자,saramin
엔모션,"ai 개발자, 데이터 사이언티스트 경력자 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49544517&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=c3d4c0af-7614-48c8-b5cd-cf454e0d119c,경력3년↑,인천,AI 개발자,saramin
날마다가치,[날마다 가치] 웹개발자 / 생성형 ai 개발자 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321216&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
주식회사오프리메드,2024년 (주)오프리메드 ai 개발자 공개채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49235462&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,경기,AI 개발자,saramin
씨맥스주식회사,"[ai개발]python,java,사내 llm 구축 숙련 개발자 구인[프리o]",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532014&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력5년↑,경기,AI 개발자,saramin
아크,[주식회사 아크] 의료 ai 모델 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49405032&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력,인천,AI 개발자,saramin
베로스컨설팅그룹,ai 개발자 채용 [유망 바이오],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49509119&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력3년↑,서울,AI 개발자,saramin
페르소나에이아이,ai음성 솔루션 java개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49342385&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 5~10년,서울,AI 개발자,saramin
포니링크,[코스닥 상장] ai 분야 개발자 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459975&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 5~10년,서울,AI 개발자,saramin
주식회사시작솔루션,ai 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49509300&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력,충북,AI 개발자,saramin
도슨티,급성장 초기 ai 스타트업 수퍼 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321274&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
미니레코드,ai 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524335&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,신입·경력,서울,AI 개발자,saramin
샌즈랩,(주)샌즈랩  ai인공지능 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49310224&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 3~10년,경기,AI 개발자,saramin
티라유텍,생성형 ai 기반 설비자동화(fa) 경력직 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49477220&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력5년↑,서울,AI 개발자,saramin
펀진,시계열 데이터 ai모델 개발자 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49469289&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 2~10년,서울,AI 개발자,saramin
토페스,[기술연구소] ai 개발자 신규 채용의 건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49371826&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,신입·경력,경기,AI 개발자,saramin
한스컨설팅,강남 위치 뷰티 ai솔루션기업 안드로이드개발자 대리-과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49547883&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 5~12년,서울,AI 개발자,saramin
데이터트리,[경력ai 개발] full stack 개발자/react/python,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458928&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력5년↑,서울,AI 개발자,saramin
일만백만,일만백만 ai 개발자님  채용공고(서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488099&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 3~7년,서울,AI 개발자,saramin
딥브레인에이아이,[딥브레인ai]  back-end 개발자 채용 (산업기능요원/보충역),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49559400&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
다임리서치,ai 솔루션 시뮬레이션 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455876&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 5~20년,서울,AI 개발자,saramin
누리랩,ai 인프라 개발자 o명 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540074&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력3년↑,서울,AI 개발자,saramin
메이크봇,"ai챗봇 선두기업, php웹개발자 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49509383&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
위버스마인드,[위버스마인드] ai lab 백엔드개발자 모집 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49550325&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력 3~15년,서울,AI 개발자,saramin
유어라운드,[글로벌 ai saas][스타트업] 프론트엔드 웹 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486535&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,신입·경력,서울,AI 개발자,saramin
코리아써치,[ai 피트니스 플랫폼 풀스택 개발자(5년이상)],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49510954&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력5년↑,서울,AI 개발자,saramin
이씨마이너,연구소 빅데이터분석/ai솔루션개발자/java 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49420870&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
프라이스원,ai / 딥러닝 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49428764&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,경력무관,서울,AI 개발자,saramin
지피티코리아,생성형ai기반 웹서비스 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49556989&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=a84bb9ff-1dc7-4bf3-8e32-454d4da59b7d,신입,서울,AI 개발자,saramin
솔빛시스템,edge ai 플랫폼 sw 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49202502&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력1년↑,서울,AI 개발자,saramin
에스지시큐리티컨설팅,ai 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451874&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,서울,AI 개발자,saramin
미디어윌네트웍스,[알바천국] ai서비스 백엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49533554&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~10년,서울,AI 개발자,saramin
퓨리오사에이아이,[퓨리오사ai] ai반도체 기구설계 개발자 (mechanical engineer),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49343021&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력4년↑,서울,AI 개발자,saramin
주식회사이빗,[ebit] ai trainer - 개발자 채용 (영어 가능자),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569142&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,서울,AI 개발자,saramin
한영넉스,한영넉스 ai연구소 - python 어플리케이션 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49564746&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력3년↑,서울,AI 개발자,saramin
솔찬컴퍼니,[ai유망기업] ai기반 회사에서 미디어 서버 개발자 (c++) 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49558228&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~7년,경기,AI 개발자,saramin
아이넥스코퍼레이션,의료ai 영상분야 신입 개발자 채용 (삼성동 근무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49334643&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,서울,AI 개발자,saramin
에이아이오투오,(주)에이아이오투오 ai 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49488764&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,경기,AI 개발자,saramin
지피티코리아,"생성형ai기반 웹서비스 개발자 채용 - next.js, react (신입)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49376887&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,신입,서울,AI 개발자,saramin
유어라운드,[글로벌 ai saas][스타트업] 백엔드 서버개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49466554&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,신입·경력,서울,AI 개발자,saramin
넥스트케이,"ai기반 응용프로그램 개발자(c#, 경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427484&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~7년,경기,AI 개발자,saramin
아이지아이코리아,ai engineer 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49455258&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력5년↑,서울,AI 개발자,saramin
가온그룹,[가온그룹] ai 비전 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439226&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력3년↑,경기,AI 개발자,saramin
누리콘,연구소 vision ai application 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49221120&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,경기,AI 개발자,saramin
딥노이드,보안ai사업본부 - c# 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49433302&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력8년↑,서울,AI 개발자,saramin
에이알247,자율주행 로봇 ai 개발자 deep learning,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49303703&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~10년,경기,AI 개발자,saramin
알타바그룹,[ai lab] 웹프론트 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49285156&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~10년,서울,AI 개발자,saramin
솔트룩스,인공지능(ai) 솔트룩스 - 프론트엔드 개발자 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49421402&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력7년↑,서울,AI 개발자,saramin
아이디어콘서트,[아이디어콘서트] 개발자 모집 (ai 개발자),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49434303&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력,경기,AI 개발자,saramin
솔트룩스,인공지능(ai) 솔트룩스 - 백엔드 개발자 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49421390&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력7년↑,서울,AI 개발자,saramin
주식회사이빗,[ebit] ai trainer - 개발자 채용 (재택근무 / 파트타임),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49541178&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력무관,서울,AI 개발자,saramin
하이마루컴퍼니,ai 기반 사주앱 텔레그램 미니앱 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49479828&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 1~3년,서울,AI 개발자,saramin
블루라이언스,ai 개발자(llm) 경력자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49270176&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 2~10년,부산,AI 개발자,saramin
이미지네이션스페이스,ai 비즈니스 플랫폼 백엔드개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49278926&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력7년↑,서울,AI 개발자,saramin
캐치잇플레이,ai 교육 플랫폼 - 웹 프론트엔드 개발자(재택근무 가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49446648&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 5~20년,제주,AI 개발자,saramin
엘렉시,ai 웹서비스 프론트엔드 개발자를 채용합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49315593&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력4년↑,서울,AI 개발자,saramin
딥노이드,보안ai사업본부 - 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49433282&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력8년↑,서울,AI 개발자,saramin
제스트주식회사,[zest] ai 기반 saas 솔루션 / spring & java 백엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49543290&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 3~8년,서울,AI 개발자,saramin
다임리서치,ai 솔루션 unity 3d 시니어 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49435577&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력7년↑,서울,AI 개발자,saramin
데이터얼라이언스주식회사,[ai gpu 플랫폼 개발자 채용] 프론트엔드 경력직,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49554712&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 1~5년,서울,AI 개발자,saramin
브랜드인게이지먼트네트워크인크,ai 개발자(ai engineer/full stack developer) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49526136&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,신입·경력,서울,AI 개발자,saramin
프랭클린테크놀로지,ai 영업/기획 및 android sw 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49367638&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력3년↑,서울,AI 개발자,saramin
다임리서치,ai 솔루션 프론트엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49435565&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=b4807403-2cf7-401c-bb68-411c1db8a83c,경력 5~10년,서울,AI 개발자,saramin
인딥에이아이,ai채용솔루션 백엔드 개발자(nlp 및 데이터 처리) 우수인재 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49528410&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,신입·경력,서울,AI 개발자,saramin
엔씨씨,"mes, ai sw 개발자 모집 (경력/신입)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49436278&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,신입·경력,대전,AI 개발자,saramin
더블유닷에이아이,의료 소프트웨어 ai 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451895&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력 2~10년,서울,AI 개발자,saramin
라온피플,ai비전솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49422242&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력3년↑,경기,AI 개발자,saramin
에스앤티써치,국내대기업 영상인식 솔루션 ai개발자 박사급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49522706&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력무관,서울,AI 개발자,saramin
가온그룹,[가온그룹] ai 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49439276&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력3년↑,경기,AI 개발자,saramin
라온피플,ai platform 백엔드 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49422385&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력3년↑,경기,AI 개발자,saramin
지피티코리아,생성형ai기반 웹서비스 개발자 채용(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505313&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력3년↑,서울,AI 개발자,saramin
이미지네이션스페이스,ai 비즈니스 플랫폼 프론트엔드개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49278741&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=bed6b2b0-955f-4876-87d5-d28e3eea549f,경력5년↑,서울,AI 개발자,saramin
