회사이름,공고이름,url,경력,지역,직무,사이트
서울특별시보라매병원,보라매병원 데이터사이언스센터 의학용어 분석 연구원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49569908&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f275f6c-4892-49a6-85d8-99050681d86c,경력 1~10년,서울,데이터 분석가,saramin
분당서울대학교병원,내분비대사내과 통계분석 연구원 모집공고(석사 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49211106&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f275f6c-4892-49a6-85d8-99050681d86c,경력무관,경기,데이터 분석가,saramin
메타보이스주식회사,사회/마케팅 조사 분석 실무 인력 모집 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49401911&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f275f6c-4892-49a6-85d8-99050681d86c,경력무관,서울,데이터 분석가,saramin
테크랩스,마케팅 데이터 분석 (브랜드엑셀러레이팅사업부),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49410863&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f275f6c-4892-49a6-85d8-99050681d86c,경력 2~10년,서울,데이터 분석가,saramin
프로페셔날핸즈인핸즈코리아,중견 반도체 상장사 통계/데이터 분석 경력(선임-책임급)(안산),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49570683&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=47508a76-c460-482f-b9f4-94797ae8e4a2,경력 5~10년,경기,데이터 분석가,saramin
장피셜,"[뷰티에스테틱 업계1위, 파메스테틱]퍼포먼스 마케터, db분석가",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49497174&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=47508a76-c460-482f-b9f4-94797ae8e4a2,경력2년↑,서울,데이터 분석가,saramin
시니어앤파트너즈,[독일근무] sap기업 데이터분석(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49567504&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=47508a76-c460-482f-b9f4-94797ae8e4a2,경력 3~15년,해외,데이터 분석가,saramin
브릭,데이터분석가(경력 5년 이상) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49358475&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=47508a76-c460-482f-b9f4-94797ae8e4a2,경력5년↑,경기,데이터 분석가,saramin
그린피스,[재단법인 그린피스] 재무분석가(finance analyst)(~12/19),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49534381&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=07745e39-d66c-45d1-bb94-0bf48bb3a80f,경력 5~8년,서울,데이터 분석가,saramin
엔에스에이치씨,(주)nshc 위협분석 연구소(threatrecon) 신입/경력 연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49189156&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=07745e39-d66c-45d1-bb94-0bf48bb3a80f,경력무관,서울,데이터 분석가,saramin
HR컨설팅,유명중견교육그룹 데이터분석 과장급 5년이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49558603&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=07745e39-d66c-45d1-bb94-0bf48bb3a80f,경력 5~10년,서울,데이터 분석가,saramin
스카이오토넷,(주)스카이오토넷 - 데이터분석가 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49563649&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=07745e39-d66c-45d1-bb94-0bf48bb3a80f,경력,서울,데이터 분석가,saramin
서울대학교병원,연구과제참여 - 머신/딥러닝 기반 의료영상분석 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49233476&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f56bea6-426d-438b-93d8-11b3ccb32701,신입·경력,서울,데이터 분석가,saramin
다래전략사업화센터,"기계·전자·화학·바이오 특허컨설팅, 조사분석, 기술평가 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49411358&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f56bea6-426d-438b-93d8-11b3ccb32701,경력무관,서울,데이터 분석가,saramin
유지에스,"개발자  모집 -  시스템 개발, 구축 및 db분석 각 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49513896&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D%EA%B0%80&searchType=search&paid_fl=n&search_uuid=3f56bea6-426d-438b-93d8-11b3ccb32701,경력,부산,데이터 분석가,saramin
얼터너티브자산운용,데이터 엔지니어링 크롤러,https://www.wanted.co.kr/wd/254483,경력 1-12년,서울,데이터 분석가,wanted
윌로그,데이터 플랫폼 리드(10년이상),https://www.wanted.co.kr/wd/253527,경력 10-18년,서울,데이터 분석가,wanted
카이헬스,데이터엔지니어 (3년 이상),https://www.wanted.co.kr/wd/252820,경력 3년 이상,서울,데이터 분석가,wanted
에스케이씨앤씨,DB 구축/운영 전문가 영입,https://www.wanted.co.kr/wd/253873,경력 5-15년,경기,데이터 분석가,wanted
오프리메드,데이터큐레이션 전문가,https://www.wanted.co.kr/wd/252812,경력 2년 이상,경기,데이터 분석가,wanted
카카오페이증권,데이터 엔지니어(DW),https://www.wanted.co.kr/wd/227528,경력 7-15년,경기,데이터 분석가,wanted
한국딥러닝,AI 엔지니어(데이터),https://www.wanted.co.kr/wd/252262,경력 3-15년,서울,데이터 분석가,wanted
자비스앤빌런즈,Data Analystics Engineer,https://www.wanted.co.kr/wd/252862,경력 5-10년,서울,데이터 분석가,wanted
에스티로직,데이터 엔지니어,https://www.wanted.co.kr/wd/248491,경력 5년 이상,서울,데이터 분석가,wanted
코인원,데이터 엔지니어,https://www.wanted.co.kr/wd/217308,경력 3-10년,서울,데이터 분석가,wanted
미리디,데이터 엔지니어,https://www.wanted.co.kr/wd/241731,경력 2-7년,서울,데이터 분석가,wanted
강남언니,데이터 엔지니어,https://www.wanted.co.kr/wd/195243,경력 3년 이상,서울,데이터 분석가,wanted
베이글코드,[DATA&AI] 데이터 엔지니어,https://www.wanted.co.kr/wd/236189,경력 3-7년,서울,데이터 분석가,wanted
해긴,데이터 기획 및 분석 (BI),https://www.wanted.co.kr/wd/240082,경력 8-20년,서울,데이터 분석가,wanted
카운터포인트리서치,데이터 엔지니어 (5년 이상),https://www.wanted.co.kr/wd/251484,경력 5년 이상,서울,데이터 분석가,wanted
다날,DBA·데이터엔지니어링,https://www.wanted.co.kr/wd/244850,경력 10년 이상,경기,데이터 분석가,wanted
와드,Data Analyst (Junior),https://www.wanted.co.kr/wd/245860,경력 3년 이상,경기,데이터 분석가,wanted
더스윙,데이터 애널리틱 엔지니어,https://www.wanted.co.kr/wd/246693,경력 3-10년,서울,데이터 분석가,wanted
피앤디솔루션,[CoE Team] Data/DB Technical Leader,https://www.wanted.co.kr/wd/250914,경력 5년 이상,경기,데이터 분석가,wanted
콜로세움코퍼레이션,[Engineering] 데이터 분석가,https://www.wanted.co.kr/wd/247709,경력 3년 이상,서울,데이터 분석가,wanted
빗썸,[빗썸] 데이터 프로세스 관리자,https://www.wanted.co.kr/wd/245763,경력 3-10년,서울,데이터 분석가,wanted
에이블리코퍼레이션,데이터 엔지니어,https://www.wanted.co.kr/wd/65802,경력 4년 이상,서울,데이터 분석가,wanted
카카오페이,데이터 엔지니어 - DW / BI 시스템 개발,https://www.wanted.co.kr/wd/247935,경력 5-10년,경기,데이터 분석가,wanted
안티그래비티,데이터 사이언티스트(부피 알고리즘),https://www.wanted.co.kr/wd/105496,경력 2년 이상,서울,데이터 분석가,wanted
레진엔터테인먼트,데이터 엔지니어,https://www.wanted.co.kr/wd/252891,경력 5-10년,서울,데이터 분석가,wanted
한국신용데이터,[데이터플랫폼팀] Data Engineer,https://www.wanted.co.kr/wd/246539,경력 4년 이상,서울,데이터 분석가,wanted
핀다,DBA,https://www.wanted.co.kr/wd/251052,경력 2년 이상,서울,데이터 분석가,wanted
엔미디어플랫폼,데이터 엔지니어,https://www.wanted.co.kr/wd/233436,경력 5년 이상,서울,데이터 분석가,wanted
중앙일보,데이터 개발,https://www.wanted.co.kr/wd/147952,경력 5-8년,서울,데이터 분석가,wanted
에스케이씨앤씨,IT 아웃소싱 및 SI사업 DBA 담당자 영입,https://www.wanted.co.kr/wd/253615,경력 10-15년,경기,데이터 분석가,wanted
두나무,"Database Reliability Engineer, DBRE",https://www.wanted.co.kr/wd/236606,경력 5-15년,서울,데이터 분석가,wanted
아파트아이,데이터베이스 관리자 (8~12년),https://www.wanted.co.kr/wd/234574,경력 8-12년,서울,데이터 분석가,wanted
넷스루,데이터솔루션엔지니어 수행 팀원 담당자(신입),https://www.wanted.co.kr/wd/245839,신입,서울,데이터 분석가,wanted
메디에이지,[헬스케어] 보건의료통계 및 데이터 분석 전문가,https://www.wanted.co.kr/wd/250990,경력 3-5년,경기,데이터 분석가,wanted
셰어라운드,데이터 엔지니어,https://www.wanted.co.kr/wd/161537,경력 5-10년,서울,데이터 분석가,wanted
엔비티,데이터 엔지니어(Data Analytics Engineer),https://www.wanted.co.kr/wd/247877,경력 7-14년,서울,데이터 분석가,wanted
서플러스글로벌,데이터베이스 관리자 (DBA),https://www.wanted.co.kr/wd/251126,경력 5-15년,경기,데이터 분석가,wanted
더블미디어,[팬더티비] DBA,https://www.wanted.co.kr/wd/250643,경력 3-10년,서울,데이터 분석가,wanted
핵클,데이터 엔지니어,https://www.wanted.co.kr/wd/159253,경력 5-20년,서울,데이터 분석가,wanted
라플라스테크놀로지스,데이터 엔지니어,https://www.wanted.co.kr/wd/156626,경력 5-10년,경기,데이터 분석가,wanted
코드잇,콘텐츠 프로듀서 [데이터 사이언스 교육],https://www.wanted.co.kr/wd/218263,신입-경력 10년,서울,데이터 분석가,wanted
넛지헬스케어,데이터분석가,https://www.wanted.co.kr/wd/157552,신입-경력 3년,서울,데이터 분석가,wanted
넛지헬스케어,데이터분석가 (병역특례_현역/보충역),https://www.wanted.co.kr/wd/180914,신입,서울,데이터 분석가,wanted
빗썸,[빗썸] 데이터 분석 개발자,https://www.wanted.co.kr/wd/214874,경력 4-12년,서울,데이터 분석가,wanted
쉬모스랩,데이터 엔지니어,https://www.wanted.co.kr/wd/226308,경력 3-6년,서울,데이터 분석가,wanted
콘센트릭스서비스코리아CATALYST,데이터엔지니어,https://www.wanted.co.kr/wd/255720,경력 5-6년,서울,데이터 분석가,wanted
위대한상상,[Tech] DBA (5년 이상),https://www.wanted.co.kr/wd/255413,경력 5년 이상,서울,데이터 분석가,wanted
레브잇,Data Analyst,https://www.wanted.co.kr/wd/255386,신입-경력 5년,서울,데이터 분석가,wanted
유클릭,데이터 클라우드 플랫폼 개발자,https://www.wanted.co.kr/wd/255359,경력 3년 이상,경기,데이터 분석가,wanted
바이트사이즈,DBA(DataBaseAdministrator),https://www.wanted.co.kr/wd/255207,경력 1년 이상,부산,데이터 분석가,wanted
올빅뎃,학습데이터셋 매니저,https://www.wanted.co.kr/wd/254966,신입,경기,데이터 분석가,wanted
코인원,Product Data Analyst (Business Analyst),https://www.wanted.co.kr/wd/254847,경력 3-10년,서울,데이터 분석가,wanted
에비드넷,의료 데이터분석가,https://www.wanted.co.kr/wd/254514,경력 1년 이상,서울,데이터 분석가,wanted
발란,DBA,https://www.wanted.co.kr/wd/254468,경력 5년 이상,서울,데이터 분석가,wanted
이글루코퍼레이션,데이터 분석 엔진 개발 (6년이상),https://www.wanted.co.kr/wd/254156,경력 6-10년,서울,데이터 분석가,wanted
메타넷글로벌,TA(Technical Architect)/DBA,https://www.wanted.co.kr/wd/248340,경력 10-16년,서울,데이터 분석가,wanted
윌로그,데이터 분석 담당자 (3년 이상),https://www.wanted.co.kr/wd/224170,경력 3-6년,서울,데이터 분석가,wanted
와이피랩스,"[산업기능요원(병역특례, 보충역)] 데이터 엔지니어",https://www.wanted.co.kr/wd/219655,신입,서울,데이터 분석가,wanted
교보문고,시니어 데이터 엔지니어,https://www.wanted.co.kr/wd/168560,경력 8-15년,서울,데이터 분석가,wanted
원티드랩,Data Quality Specialist [데이터팀],https://www.wanted.co.kr/wd/153864,경력 3-7년,서울,데이터 분석가,wanted
카카오뱅크,데이터웨어하우스 운영 담당자,https://www.wanted.co.kr/wd/135358,경력 3-10년,경기,데이터 분석가,wanted
디어유,DBA/DA,https://www.wanted.co.kr/wd/177440,경력 3-7년,서울,데이터 분석가,wanted
교보문고,데이터 엔지니어,https://www.wanted.co.kr/wd/84863,경력 5-15년,서울,데이터 분석가,wanted
바이오리서치에이아이,"데이터/검색엔진 엔지니어 (Python, Opensearch)",https://www.wanted.co.kr/wd/242152,신입-경력 5년,서울,데이터 분석가,wanted
넥슨코리아,[인텔리전스랩스] 데이터 분석가 (소셜메이킹),https://www.wanted.co.kr/wd/252515,신입-경력 15년,경기,데이터 분석가,wanted
중앙일보,데이터 분석가,https://www.wanted.co.kr/wd/250767,경력 5-10년,서울,데이터 분석가,wanted
기어세컨드,데이터 엔지니어(DE),https://www.wanted.co.kr/wd/247509,경력 3년 이상,서울,데이터 분석가,wanted
서북,[Photoism] 데이터 엔지니어,https://www.wanted.co.kr/wd/251118,경력 2-5년,서울,데이터 분석가,wanted
라이브데이터,데이터 엔지니어,https://www.wanted.co.kr/wd/251535,경력 1-4년,서울,데이터 분석가,wanted
두잇,Data Analyst,https://www.wanted.co.kr/wd/252207,경력 2년 이상,서울,데이터 분석가,wanted
그린카,데이터엔지니어,https://www.wanted.co.kr/wd/253476,경력 3년 이상,서울,데이터 분석가,wanted
로드컴플릿,[사업실] 데이터 엔지니어,https://www.wanted.co.kr/wd/247230,경력 1년 이상,경기,데이터 분석가,wanted
월급쟁이부자들,데이터 애널리스트,https://www.wanted.co.kr/wd/156689,경력 2년 이상,서울,데이터 분석가,wanted
펑타이그레이터차이나,글로벌 빅데이터 플랫폼 BI 백엔드 개발/운영 (Back-End),https://www.wanted.co.kr/wd/249523,경력 3-15년,서울,데이터 분석가,wanted
피에프씨테크놀로지스,데이터 엔지니어,https://www.wanted.co.kr/wd/248435,경력 2년 이상,서울,데이터 분석가,wanted
쏘카,Data Analyst/Data Scientist,https://www.wanted.co.kr/wd/248663,경력 2-7년,서울,데이터 분석가,wanted
베스텔라랩,빅데이터 개발자(전문연구요원가능),https://www.wanted.co.kr/wd/230664,신입 이상,경기,데이터 분석가,wanted
포지큐브,Python 데이터 처리 알고리즘 개발자,https://www.wanted.co.kr/wd/240355,경력 1-5년,서울,데이터 분석가,wanted
에비드넷,데이터 구축 및 운영,https://www.wanted.co.kr/wd/191630,경력 1-10년,서울,데이터 분석가,wanted
에어프레미아랩스,DBA Engineer,https://www.wanted.co.kr/wd/249894,경력 3년 이상,서울,데이터 분석가,wanted
컬리,데이터 엔지니어,https://www.wanted.co.kr/wd/246566,경력 3-7년,서울,데이터 분석가,wanted
티비유,데이터 엔지니어,https://www.wanted.co.kr/wd/233422,경력 2년 이상,서울,데이터 분석가,wanted
코세틱,데이터 엔지니어,https://www.wanted.co.kr/wd/247629,신입 이상,서울,데이터 분석가,wanted
카카오페이,데이터 분석가 - 데이터분석팀,https://www.wanted.co.kr/wd/247869,경력 8-10년,경기,데이터 분석가,wanted
인딥에이아이,백엔드 엔지니어 (NLP 및 데이터 처리),https://www.wanted.co.kr/wd/254804,신입-경력 3년,서울,데이터 분석가,wanted
버블탭,Data Analyst,https://www.wanted.co.kr/wd/137254,경력 3-4년,서울,데이터 분석가,wanted
비투엔,데이터 컨설팅 및 구축 사업 PM/PL 담당자,https://www.wanted.co.kr/wd/252816,경력 10년 이상,서울,데이터 분석가,wanted
라이너,Product Data Analyst,https://www.wanted.co.kr/wd/85810,경력 3-10년,서울,데이터 분석가,wanted
펑타이그레이터차이나,글로벌 빅데이터 플랫폼 BI 솔루션 개발/운영 (Data Analysis),https://www.wanted.co.kr/wd/249514,경력 3-15년,서울,데이터 분석가,wanted
안티그래비티,데이터 사이언티스트,https://www.wanted.co.kr/wd/147683,경력 1-20년,서울,데이터 분석가,wanted
인튜브,빅데이터 분석 및 알고리즘 모델링 리더,https://www.wanted.co.kr/wd/244533,경력 5년 이상,서울,데이터 분석가,wanted
에스투더블유,Cyber Threat Analyst,https://www.wanted.co.kr/wd/237795,신입,경기,데이터 분석가,wanted
해줌,데이터사이언스 팀장,https://www.wanted.co.kr/wd/243806,경력 5-20년,서울,데이터 분석가,wanted
넥슨코리아,[인텔리전스랩스] 게임밸류에이션팀 데이터 사이언티스트,https://www.wanted.co.kr/wd/230564,경력 3-10년,경기,데이터 분석가,wanted
더블미디어,데이터 사이언티스트,https://www.wanted.co.kr/wd/255880,경력 2-7년,서울,데이터 분석가,wanted
더스윙,데이터 분석가(Data Analyst),https://www.wanted.co.kr/wd/246688,경력 1-10년,서울,데이터 분석가,wanted
넷마블,마케팅 데이터 분석 담당자,https://www.wanted.co.kr/wd/250206,경력 2년 이상,서울,데이터 분석가,wanted
트리노드,[서울/2년 이상] 데이터분석팀 - 게임 데이터 분석가,https://www.wanted.co.kr/wd/249546,경력 2년 이상,서울,데이터 분석가,wanted
펑타이그레이터차이나,글로벌 빅데이터 플랫폼 BI 대시보드 기획/운영 (Data Analysis),https://www.wanted.co.kr/wd/249518,경력 3-15년,서울,데이터 분석가,wanted
두잇,[전문연구요원(석사)] Software Engineer / Data Analyst,https://www.wanted.co.kr/wd/241921,신입,서울,데이터 분석가,wanted
교보문고,데이터 사이언티스트,https://www.wanted.co.kr/wd/84866,신입-경력 15년,서울,데이터 분석가,wanted
애드타입,데이터 사이언티스트(3년차 이상),https://www.wanted.co.kr/wd/250710,경력 3-10년,서울,데이터 분석가,wanted
엠에스투데이,[뉴스마켓] 데이터 사이언티스트,https://www.wanted.co.kr/wd/250110,경력 1-3년,서울,데이터 분석가,wanted
메디웨일,데이터 사이언티스트,https://www.wanted.co.kr/wd/245706,신입,서울,데이터 분석가,wanted
그린랩스,데이터 분석가(Data Analyst): 3년 이내,https://www.wanted.co.kr/wd/244235,경력 1-3년,서울,데이터 분석가,wanted
넥슨코리아,[글로벌보안본부] 데이터 분석가 (게임 이상탐지),https://www.wanted.co.kr/wd/107009,경력 1년 이상,경기,데이터 분석가,wanted
파이프트리스마트팜,데이터 분석가 (3년차 이상),https://www.wanted.co.kr/wd/250669,경력 3년 이상,서울,데이터 분석가,wanted
컬리,[컬리] 데이터 사이언티스트,https://www.wanted.co.kr/wd/225903,경력 2-7년,서울,데이터 분석가,wanted
앤톡,금융 데이터 사이언티스트 / DATA SCIENTIST,https://www.wanted.co.kr/wd/194219,경력 2-5년,서울,데이터 분석가,wanted
엑셈,빅데이터 시스템 구축 및 운영 담당자(3년 이상),https://www.wanted.co.kr/wd/226657,경력 3-7년,서울,데이터 분석가,wanted
바로팜,데이터 엔지니어,https://www.wanted.co.kr/wd/243708,경력 5-12년,서울,데이터 분석가,wanted
넷스루,데이터솔루션엔지니어 수행 팀원 담당자,https://www.wanted.co.kr/wd/245843,경력 4-10년,서울,데이터 분석가,wanted
미리비트,빅데이터 K8S환경 구축 운영 (7년이상),https://www.wanted.co.kr/wd/251274,경력 7년 이상,경기,데이터 분석가,wanted
로이드케이,빅데이터 솔루션 데이터 엔지니어 (5~13년),https://www.wanted.co.kr/wd/251642,경력 5-13년,경기,데이터 분석가,wanted
위앤유텍,빅데이터 솔루션 (Elastic) 데이터 엔지니어,https://www.wanted.co.kr/wd/245636,경력 5-12년,서울,데이터 분석가,wanted
클로인트,가상자산추적분석 전문가,https://www.wanted.co.kr/wd/250850,경력 5-15년,서울,데이터 분석가,wanted
