company,title,url,exp,edu,typ,loc,date,job_name
㈜비바리퍼블리카,Data Scientist(Product),https://www.jobkorea.co.kr/Recruit/GI_Read/45763355?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=72,경력무관,학력무관,정규직,서울 강남구,D-2,머신러닝 엔지니어
로민,멀티모달 AI 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46033415?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=73,경력2년↑,대졸↑,정규직,서울 서초구,D-21,머신러닝 엔지니어
에스케이쉴더스㈜,[사이버보안AI랩스] Data Scientist 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45999537?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=74,경력7년↑,학력무관,정규직,경기 성남시,D-14,머신러닝 엔지니어
㈜크래프톤,[AI] Deep Learning R&D Internship (인턴),https://www.jobkorea.co.kr/Recruit/GI_Read/45821324?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=75,신입,대졸↑,인턴,서울 강남구,상시채용,머신러닝 엔지니어
㈜글로벌시스템스,[정규직] AI 분야 연구개발 소프트웨어(S/W) 경력 모집공고,https://www.jobkorea.co.kr/Recruit/GI_Read/46080632?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=76,경력4년↑,대졸↑,정규직,대전 유성구,D-29,머신러닝 엔지니어
데브시스터즈㈜,[기술본부] Machine Learning Engineer (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/46031215?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=77,경력3년↑,학력무관,정규직,서울 강남구,D-21,머신러닝 엔지니어
㈜페르소나에이아이,AI 음성인식 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45946096?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=78,경력5년↑,학력무관,정규직,서울 강남구,D-7,머신러닝 엔지니어
㈜위키드스톰,연구소 AI팀 개발 팀장급 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45758084?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=79,경력10년↑,대졸↑,정규직,서울 강서구,D-6,머신러닝 엔지니어
웨이센,AI Research Engineer 시니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45945687?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=80,경력5년↑,대졸↑,정규직,서울 강남구,D-6,머신러닝 엔지니어
㈜옵트에이아이,머신비전 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45796532?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=81,경력1년↑,석사↑,정규직,서울 강서구,D-12,머신러닝 엔지니어
㈜비바리퍼블리카,Data Scientist(CSS),https://www.jobkorea.co.kr/Recruit/GI_Read/45975654?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=82,신입,학력무관,정규직,서울 강남구,D-33,머신러닝 엔지니어
㈜크래프톤,[AI] Research Scientist - LLM (2년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45822900?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=84,경력,석사↑,정규직,서울 강남구,상시채용,머신러닝 엔지니어
㈜이스트소프트,음성 인식(STT) 머신러닝,https://www.jobkorea.co.kr/Recruit/GI_Read/46021679?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=86,경력3년↑,학력무관,정규직,서울 서초구,D-48,머신러닝 엔지니어
㈜엠폴,(주)엠폴 AI데이터 사이언티스트 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45981761?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=87,경력5년↑,학력무관,정규직,서울 강서구,D-41,머신러닝 엔지니어
㈜엠폴,(주)엠폴 R&D 연구소장 채용합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45952632?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=88,경력5년↑,학력무관,정규직,서울 강서구,D-38,머신러닝 엔지니어
파인트리파트너스㈜,함께 성장할 분석 컨설턴트 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/46083647?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=89,신입·경력3년↑,대졸↑,정규직,서울 마포구,D-29,머신러닝 엔지니어
㈜피엠그로우,[피엠그로우] 데이터 분석가 채용 (전기차 배터리),https://www.jobkorea.co.kr/Recruit/GI_Read/46057584?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=90,경력2년↑,대졸↑,정규직,서울 서초구,D-24,머신러닝 엔지니어
㈜피엠그로우,[피엠그로우] 데이터 사이언티스트 채용 (전기차 배터리),https://www.jobkorea.co.kr/Recruit/GI_Read/46057417?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=91,경력5년↑,대졸↑,정규직,서울 서초구,D-24,머신러닝 엔지니어
새이온㈜,음원 수정 아르바이트,https://www.jobkorea.co.kr/Recruit/GI_Read/46050377?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=93,경력무관,학력무관,아르바이트,서울 강남구,상시채용,머신러닝 엔지니어
새이온㈜,간단한 편집 아르바이트,https://www.jobkorea.co.kr/Recruit/GI_Read/46050313?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=94,경력무관,학력무관,아르바이트,서울 강남구,D-23,머신러닝 엔지니어
서울아산병원,[서울아산병원 연구중심육성과제] AI Scientist 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46083089?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=95,경력,석사↑,계약직,서울 송파구,D-29,머신러닝 엔지니어
㈜웰스테크,인공지능 개발자 정규직 신입 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/46023604?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=96,신입,대졸↑,정규직,울산 남구,D-18,머신러닝 엔지니어
에듀템,인공지능 기술개발 및 연구,https://www.jobkorea.co.kr/Recruit/GI_Read/45949381?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=97,신입·경력,초대졸↑,정규직,서울 마포구 외,상시채용,머신러닝 엔지니어
㈜와따에이아이,비전알고리즘 개발 연구원 [판교],https://www.jobkorea.co.kr/Recruit/GI_Read/46062373?Oem_Code=C1&logpath=1&stext=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&listno=98,경력3년↑,대졸↑,정규직,경기 성남시,D-24,머신러닝 엔지니어
